setup,mae,rmse,r
subtype_only,9.35023105262851,13.747902900591281,0.7735541516482783
features_only,14.141094064368803,18.55165850842563,0.5428181109559632
acoustic_only,15.312279112493128,19.552405797178753,0.4865837015475948
subtype_plus_features,9.152273522373186,13.372904596393989,0.7887347696292122
subtype_plus_features_plus_acoustic,9.452968042150573,13.672897908058522,0.7791197561999127
subtype_plus_features_plus_embeddings,9.450855759742991,13.616689173711922,0.780147296032407
subtype_plus_features_plus_emb_plus_acoustic,9.56549484423642,13.764486984539587,0.7749857359653044
