model,n_test,mae_months,rmse_months,pearson_r,mae_std_across_folds,n_features
mlu_only_ridge,4191,11.99986173497913,14.67292877951073,0.5404347984369731,1.8194115261532555,1
kideval_ridge,4191,12.089300703514384,14.768489566845172,0.5355845009503417,1.7636547570790093,5
ridge_full,4191,12.10249555704926,15.4555568662399,0.5367365388764106,2.0644091366515784,55
gbm_full,4191,8.984399007282775,11.601659895045113,0.7465491200889856,0.6775871933314523,55
