dim,no_change_mae,learned_mae,r_pearson,delta_mae
z1,1.4629502007334294,1.6666462089229475,0.7963519187713253,0.20369600818951805
z2,1.5639016101964904,1.3077030787202713,0.42343183170167664,-0.2561985314762192
z3,1.3295843191731296,0.8965351230708899,0.3531904549966824,-0.4330491961022397
z4,1.0122292882158306,1.1355275193899634,0.2292405580424381,0.12329823117413286
z5,0.8823838074022394,0.8205421889778475,0.419298961195035,-0.06184161842439195
z6,0.7274337315200705,0.8104869300050924,0.3257594651597064,0.0830531984850219
z7,0.7667573195942288,0.8652543019351007,0.07192297920437801,0.0984969823408719
z8,0.7800342175501168,0.7552877200000777,0.45704702316978146,-0.024746497550039104
