dim,no_change_mae,indep_mae,all_dims_mae,chained_mae,best_strategy
z1,1.8787205139255103,2.381131681558685,2.1827762409012075,2.1827762409012075,no_change
z2,1.4330307553797206,1.7021455195498822,1.5256166797853634,1.5465507942628487,no_change
z3,1.1566178586819849,1.2511040261170614,1.139271198402847,1.1253748427932135,chained
z4,1.1158595538961515,1.1650471573921195,0.9728366660185792,0.9517937620514084,chained
z5,1.0165960833002847,0.9655384306251723,0.7523804859501296,0.7781897975436569,all_dims
z6,0.8123205785646972,0.8282348884680883,0.7774088852017096,0.7646988797727705,chained
z7,0.9367403853759305,0.9442486260433327,0.8964968135062149,0.870471372395227,chained
z8,0.8104147426533893,0.8310849623768171,0.8720352471273464,0.8345646042028082,no_change
