subtype,mean_cos_to_others,path_to_health
Broca,0.8292902480485362,8.032766803978229
Anomic,0.9099001315764427,2.9115875033175547
Conduction,0.9376781592999782,3.8332867751039186
Wernicke,0.9274433765920045,4.422797459726929
