setup,mae,rmse,r
predict_mean,29.70138456408791,33.79099751250792,
subtype_mean_baseline,6.8488122754604595,9.530239303582249,0.9594051332529057
ridge_raw55,26.478342329607386,31.26355508486781,0.38465892063701596
gbm_raw55,23.40368517109011,29.507194695791082,0.48925644559219017
