dim,abs_pearson_with_age,pearson_with_age,permutation_importance_mae
z1,0.4606999874444872,0.4606999874444872,3.7082592474917107
z2,0.38609492488500374,0.38609492488500374,1.6910413245037774
z3,0.2445877101485386,-0.2445877101485386,1.2737220854087672
z5,0.27466641255681634,-0.27466641255681634,1.126976193593295
z8,0.01609765865957541,-0.01609765865957541,0.4515762028574285
z7,0.05477167439002301,-0.05477167439002301,0.217171143273174
z4,0.035325003513479156,-0.035325003513479156,0.13684180068764348
z6,0.029647526791339078,-0.029647526791339078,0.009082023030804154
